EmployeeID,Name,Age,Gender,Department,Experience,Salary,City,PerformanceScore,LeftCompany
3369,Emp_3369,39.0,Female,Finance,4.9,112523.0,Mumbai,50,False
3370,Emp_3370,48.0,Female,HR,1.9,63022.0,Kolkata,73,False
3371,Emp_3371,34.0,Male,IT,15.4,105109.0,Chennai,99,True
3372,Emp_3372,40.0,Male,HR,8.3,89719.0,Mumbai,84,True
3373,Emp_3373,49.0,Male,,16.9,74787.0,Delhi,53,True
3374,Emp_3374,27.0,Female,Marketing,16.8,69902.0,Bangalore,41,False
3375,Emp_3375,27.0,Female,IT,19.8,35473.0,Chennai,83,True
3376,Emp_3376,53.0,Male,Sales,16.1,55042.0,Mumbai,84,False
3377,Emp_3377,25.0,Male,HR,4.3,97454.0,Delhi,53,True
3378,Emp_3378,37.0,Female,HR,11.7,70419.0,Delhi,95,True
3379,Emp_3379,49.0,Female,IT,10.5,102340.0,Mumbai,65,False
3380,Emp_3380,31.0,Male,Sales,10.2,97825.0,Mumbai,52,False
3381,Emp_3381,45.0,Male,Sales,5.9,54151.0,Kolkata,58,True
3382,Emp_3382,41.0,Male,IT,4.2,82075.0,Chennai,53,True
3383,Emp_3383,32.0,Female,Finance,14.3,32100.0,Delhi,81,False
3384,Emp_3384,39.0,Female,Marketing,2.0,25590.0,Kolkata,81,False
3385,Emp_3385,47.0,Male,IT,1.0,107752.0,Delhi,64,True
3386,Emp_3386,21.0,Male,Sales,7.6,49251.0,Mumbai,50,False
3387,Emp_3387,30.0,Male,Marketing,14.9,52914.0,Delhi,74,True
3388,Emp_3388,40.0,Male,IT,17.4,82727.0,Delhi,81,True
3389,Emp_3389,25.0,Male,Marketing,10.8,35134.0,Chennai,73,False
3390,Emp_3390,35.0,Female,Finance,16.8,32045.0,Mumbai,79,True
3391,Emp_3391,,Male,Sales,0.5,35388.0,Delhi,93,False
3392,Emp_3392,48.0,Female,Finance,9.1,68740.0,Bangalore,43,True
3393,Emp_3393,31.0,Female,Finance,2.7,52187.0,Kolkata,87,False
3394,Emp_3394,51.0,Female,Sales,11.7,117627.0,Delhi,72,False
3395,Emp_3395,35.0,Female,Finance,18.4,56652.0,Delhi,49,False
3396,Emp_3396,51.0,Female,IT,0.1,86889.0,Kolkata,77,False
3397,Emp_3397,28.0,Female,IT,13.4,41557.0,Delhi,84,False
3398,Emp_3398,58.0,Female,Marketing,15.8,89420.0,Mumbai,62,True
3399,Emp_3399,29.0,Female,IT,14.9,28962.0,Delhi,47,True
3400,Emp_3400,32.0,Male,IT,0.4,54891.0,Mumbai,78,True
3401,Emp_3401,48.0,Male,Marketing,3.5,96067.0,Mumbai,51,True
3402,Emp_3402,46.0,Male,HR,1.9,56229.0,Mumbai,57,False
3403,Emp_3403,43.0,Male,Sales,1.7,115179.0,Kolkata,42,True
3404,Emp_3404,35.0,Male,IT,14.6,103693.0,Mumbai,88,True
3405,Emp_3405,,Female,Marketing,8.5,114248.0,Delhi,43,False
3406,Emp_3406,39.0,Female,Finance,14.5,66919.0,Chennai,60,False
3407,Emp_3407,55.0,Female,Finance,7.2,36296.0,Mumbai,99,False
3408,Emp_3408,34.0,Female,IT,2.3,70892.0,Delhi,48,True
3409,Emp_3409,40.0,Female,Sales,14.4,40925.0,Delhi,88,True
3410,Emp_3410,41.0,Male,Marketing,12.5,116362.0,Bangalore,83,True
3411,Emp_3411,25.0,Male,Marketing,2.3,69544.0,Delhi,67,True
3412,Emp_3412,58.0,Female,Marketing,18.5,111785.0,Bangalore,54,True
3413,Emp_3413,23.0,Male,Marketing,6.2,36424.0,Delhi,66,True
3414,Emp_3414,22.0,Male,Marketing,13.1,60628.0,Mumbai,94,False
3415,Emp_3415,46.0,Male,Sales,0.6,82467.0,Bangalore,43,True
3416,Emp_3416,45.0,Male,Marketing,8.9,36944.0,Bangalore,95,True
3417,Emp_3417,28.0,Male,Sales,19.3,98921.0,Bangalore,65,True
3418,Emp_3418,18.0,Female,Sales,17.7,95823.0,Mumbai,41,True
3419,Emp_3419,36.0,Male,Sales,4.4,78979.0,Chennai,60,False
3420,Emp_3420,26.0,Male,Finance,17.6,75784.0,Mumbai,57,False
3421,Emp_3421,44.0,Female,HR,5.9,,Chennai,41,False
3422,Emp_3422,51.0,Female,IT,17.0,82226.0,Mumbai,46,True
3423,Emp_3423,21.0,Female,Finance,14.6,84199.0,Delhi,59,False
3424,Emp_3424,53.0,Female,HR,7.0,76025.0,Mumbai,83,True
3425,Emp_3425,35.0,Female,Finance,18.2,39069.0,Chennai,96,True
3426,Emp_3426,32.0,Female,Sales,9.7,72914.0,Kolkata,55,True
3427,Emp_3427,,Female,Sales,6.4,26371.0,Delhi,53,True
3428,Emp_3428,36.0,Female,Marketing,5.6,22314.0,Bangalore,71,False
3429,Emp_3429,23.0,Male,Sales,18.8,23835.0,Mumbai,54,False
3430,Emp_3430,29.0,Female,Finance,15.2,55260.0,Delhi,97,True
3431,Emp_3431,54.0,Female,IT,7.0,83185.0,Chennai,89,True
3432,Emp_3432,34.0,Male,Sales,5.1,98992.0,Bangalore,69,True
3433,Emp_3433,40.0,Female,HR,4.2,22632.0,Chennai,87,False
3434,Emp_3434,43.0,Female,Finance,4.9,54383.0,Delhi,86,False
3435,Emp_3435,46.0,Female,HR,2.2,53799.0,Delhi,46,True
3436,Emp_3436,50.0,Female,Marketing,9.7,103112.0,Delhi,63,False
3437,Emp_3437,44.0,Male,Marketing,0.8,115129.0,Delhi,56,True
3438,Emp_3438,42.0,Male,IT,0.2,67108.0,Chennai,56,True
3439,Emp_3439,27.0,Female,Finance,12.4,83812.0,Kolkata,78,False
3440,Emp_3440,40.0,Male,IT,1.8,104119.0,Delhi,44,False
3441,Emp_3441,38.0,Male,HR,16.9,82797.0,Bangalore,94,False
3442,Emp_3442,38.0,Male,IT,2.1,69532.0,Chennai,40,False
3443,Emp_3443,30.0,Male,,10.9,27587.0,Mumbai,96,False
3444,Emp_3444,54.0,Male,IT,13.5,31224.0,Mumbai,89,True
3445,Emp_3445,50.0,Male,Marketing,4.6,92592.0,Chennai,82,True
3446,Emp_3446,41.0,Female,Finance,17.8,40223.0,Chennai,60,True
3447,Emp_3447,28.0,Female,IT,9.6,,Delhi,69,True
3448,Emp_3448,34.0,Male,HR,6.3,21350.0,Chennai,43,True
3449,Emp_3449,21.0,Male,Finance,18.0,111565.0,Bangalore,44,False
3450,Emp_3450,42.0,Male,Marketing,17.2,90222.0,Mumbai,80,True
3451,Emp_3451,47.0,Female,Marketing,14.2,67685.0,Bangalore,60,True
3452,Emp_3452,26.0,Female,,5.8,35647.0,Bangalore,59,True
3453,Emp_3453,38.0,Female,Finance,7.8,39515.0,Delhi,59,False
3454,Emp_3454,37.0,Female,IT,13.8,53919.0,Chennai,76,True
3455,Emp_3455,36.0,Female,Marketing,3.7,111518.0,Mumbai,97,True
3456,Emp_3456,36.0,Female,IT,9.9,86729.0,Mumbai,56,True
3457,Emp_3457,29.0,Male,IT,14.8,36935.0,Mumbai,48,False
3458,Emp_3458,54.0,Female,HR,13.2,94778.0,Bangalore,71,False
3459,Emp_3459,59.0,Female,IT,14.4,117895.0,Mumbai,88,True
3460,Emp_3460,34.0,Female,Sales,17.8,59356.0,Mumbai,62,False
3461,Emp_3461,54.0,Male,Finance,19.4,101534.0,Bangalore,59,False
3462,Emp_3462,56.0,Female,Finance,9.2,115164.0,Delhi,48,False
3463,Emp_3463,45.0,Male,HR,1.2,75247.0,Bangalore,65,False
3464,Emp_3464,58.0,Male,Sales,16.7,39763.0,Bangalore,56,True
3465,Emp_3465,52.0,Female,Sales,2.4,79110.0,Delhi,59,True
3466,Emp_3466,35.0,Female,Finance,4.4,41887.0,Kolkata,94,True
3467,Emp_3467,31.0,Female,Sales,13.1,53020.0,Kolkata,70,False
3468,Emp_3468,52.0,Male,Marketing,14.9,84321.0,Chennai,57,False
3469,Emp_3469,58.0,Female,IT,13.9,57851.0,Chennai,60,False
3470,Emp_3470,24.0,Male,IT,8.8,59558.0,Bangalore,66,False
3471,Emp_3471,58.0,Male,Finance,18.4,110290.0,Chennai,65,False
3472,Emp_3472,30.0,Female,Finance,16.6,50078.0,Kolkata,83,True
3473,Emp_3473,35.0,Female,Sales,13.3,83089.0,Chennai,78,True
3474,Emp_3474,,Female,HR,8.8,61216.0,Kolkata,54,True
3475,Emp_3475,30.0,Male,Finance,9.3,33777.0,Kolkata,97,False
3476,Emp_3476,53.0,Female,Finance,3.5,98580.0,Bangalore,97,False
3477,Emp_3477,48.0,Male,Finance,15.6,30928.0,Chennai,83,True
3478,Emp_3478,,Female,Sales,17.3,92211.0,Chennai,70,True
3479,Emp_3479,33.0,Male,Marketing,16.5,116610.0,Delhi,58,True
3480,Emp_3480,26.0,Female,Finance,10.9,83217.0,Delhi,79,False
3481,Emp_3481,26.0,Female,Marketing,16.8,36359.0,Kolkata,84,True
3482,Emp_3482,55.0,Male,Sales,15.8,109688.0,Bangalore,43,True
3483,Emp_3483,28.0,Male,HR,16.6,99330.0,Mumbai,92,False
3484,Emp_3484,39.0,Female,IT,19.6,92463.0,Chennai,76,False
3485,Emp_3485,50.0,Male,IT,16.2,92367.0,Chennai,86,True
3486,Emp_3486,53.0,Male,IT,5.4,23039.0,Kolkata,46,False
3487,Emp_3487,40.0,Male,IT,16.4,88918.0,Kolkata,95,False
3488,Emp_3488,,Male,Sales,7.5,110859.0,Chennai,87,True
3489,Emp_3489,26.0,Female,IT,10.3,60603.0,Kolkata,56,True
3490,Emp_3490,41.0,Male,Sales,15.9,30952.0,Bangalore,49,True
3491,Emp_3491,25.0,Female,,6.3,83185.0,Chennai,82,False
3492,Emp_3492,24.0,Female,,0.5,55478.0,Chennai,53,False
3493,Emp_3493,53.0,Female,Finance,14.4,38876.0,Delhi,94,True
3494,Emp_3494,35.0,Male,Finance,18.0,52863.0,Kolkata,95,False
3495,Emp_3495,20.0,Female,,18.6,49386.0,Delhi,84,True
3496,Emp_3496,45.0,Female,Sales,16.0,85779.0,Kolkata,57,True
3497,Emp_3497,23.0,Female,Sales,18.7,48284.0,Mumbai,88,True
3498,Emp_3498,38.0,Female,HR,16.4,94265.0,Chennai,48,False
3499,Emp_3499,45.0,Female,Marketing,0.6,113578.0,Delhi,98,True
3500,Emp_3500,57.0,Male,Sales,7.0,24371.0,Chennai,55,False
3501,Emp_3501,18.0,Female,Sales,6.7,87371.0,Delhi,48,False
3502,Emp_3502,53.0,Male,Finance,4.4,23857.0,Delhi,50,True
3503,Emp_3503,38.0,Female,IT,16.0,60035.0,Mumbai,66,False
3504,Emp_3504,52.0,Female,,10.4,33827.0,Chennai,69,True
3505,Emp_3505,30.0,Male,HR,16.7,,Bangalore,53,False
3506,Emp_3506,27.0,Male,IT,12.0,115321.0,Kolkata,53,False
3507,Emp_3507,27.0,Female,Marketing,11.8,111789.0,Chennai,68,False
3508,Emp_3508,30.0,Female,Finance,7.7,,Kolkata,50,True
3509,Emp_3509,54.0,Female,HR,15.8,53369.0,Bangalore,54,False
3510,Emp_3510,55.0,Female,IT,13.7,108104.0,Bangalore,83,True
3511,Emp_3511,41.0,Female,IT,6.8,59886.0,Kolkata,53,True
3512,Emp_3512,19.0,Male,Finance,19.9,116858.0,Kolkata,66,True
3513,Emp_3513,39.0,Female,HR,9.3,72664.0,Kolkata,42,True
3514,Emp_3514,34.0,Female,Finance,6.3,76790.0,Bangalore,51,False
3515,Emp_3515,,Male,HR,13.8,81973.0,Bangalore,97,False
3516,Emp_3516,31.0,Male,IT,4.5,26793.0,Bangalore,53,False
3517,Emp_3517,,Female,Finance,16.6,77284.0,Chennai,80,False
3518,Emp_3518,52.0,Male,Finance,13.6,62033.0,Kolkata,56,False
3519,Emp_3519,42.0,Male,Marketing,17.4,103555.0,Chennai,56,False
3520,Emp_3520,,Male,Finance,6.6,77615.0,Mumbai,87,False
3521,Emp_3521,55.0,Female,HR,17.1,91647.0,Bangalore,73,False
3522,Emp_3522,34.0,Female,Marketing,10.0,44458.0,Chennai,69,False
3523,Emp_3523,29.0,Female,Finance,1.2,89478.0,Bangalore,62,False
3524,Emp_3524,41.0,Male,Finance,3.9,95234.0,Delhi,75,False
3525,Emp_3525,46.0,Female,,4.4,76259.0,Kolkata,64,False
3526,Emp_3526,42.0,Female,IT,15.4,91126.0,Bangalore,93,False
3527,Emp_3527,53.0,Male,Finance,4.1,32610.0,Kolkata,79,False
3528,Emp_3528,43.0,Female,Sales,11.2,85728.0,Chennai,71,True
3529,Emp_3529,55.0,Male,IT,13.1,,Delhi,62,False
3530,Emp_3530,,Male,Finance,15.5,84800.0,Kolkata,80,True
3531,Emp_3531,37.0,Male,IT,15.7,119465.0,Mumbai,55,False
3532,Emp_3532,45.0,Male,HR,14.4,60246.0,Bangalore,71,False
3533,Emp_3533,33.0,Female,IT,4.3,89535.0,Kolkata,82,False
3534,Emp_3534,34.0,Female,Marketing,10.9,76876.0,Mumbai,49,True
3535,Emp_3535,57.0,Female,Finance,5.8,59198.0,Kolkata,96,False
3536,Emp_3536,45.0,Male,IT,15.5,39924.0,Chennai,73,True
3537,Emp_3537,29.0,Female,Sales,15.0,21658.0,Bangalore,72,False
3538,Emp_3538,44.0,Female,HR,4.6,22135.0,Bangalore,96,True
3539,Emp_3539,59.0,Male,HR,12.8,48809.0,Mumbai,96,True
3540,Emp_3540,47.0,Male,IT,1.2,58661.0,Delhi,67,True
3541,Emp_3541,58.0,Female,Marketing,15.4,72955.0,Delhi,90,False
3542,Emp_3542,51.0,Male,HR,15.6,101536.0,Mumbai,99,False
3543,Emp_3543,54.0,Female,IT,6.9,56601.0,Kolkata,46,True
3544,Emp_3544,23.0,Male,IT,16.1,51598.0,Delhi,79,True
3545,Emp_3545,24.0,Male,HR,17.2,99211.0,Bangalore,41,False
3546,Emp_3546,49.0,Female,IT,3.8,71017.0,Mumbai,74,False
3547,Emp_3547,49.0,Male,IT,7.0,31165.0,Mumbai,87,True
3548,Emp_3548,42.0,Male,Sales,5.2,29038.0,Bangalore,46,False
3549,Emp_3549,50.0,Male,IT,7.5,33773.0,Delhi,52,True
3550,Emp_3550,,Female,IT,8.9,55671.0,Chennai,99,True
3551,Emp_3551,29.0,Female,Marketing,10.2,90718.0,Mumbai,42,False
3552,Emp_3552,33.0,Female,HR,0.7,94825.0,Kolkata,64,True
3553,Emp_3553,33.0,Male,Marketing,1.1,25593.0,Mumbai,46,False
3554,Emp_3554,53.0,Male,Finance,13.1,51101.0,Chennai,96,False
3555,Emp_3555,30.0,Male,Marketing,8.9,72243.0,Bangalore,94,True
3556,Emp_3556,24.0,Male,Finance,1.8,29244.0,Delhi,83,True
3557,Emp_3557,,Female,Finance,7.7,22753.0,Bangalore,66,True
3558,Emp_3558,26.0,Female,Marketing,9.5,54497.0,Bangalore,61,False
3559,Emp_3559,49.0,Male,Sales,12.7,57685.0,Delhi,67,False
3560,Emp_3560,28.0,Female,Marketing,2.4,23928.0,Bangalore,44,True
3561,Emp_3561,25.0,Female,HR,19.9,86833.0,Bangalore,41,True
3562,Emp_3562,50.0,Female,Marketing,9.5,95500.0,Mumbai,87,False
3563,Emp_3563,40.0,Male,Sales,13.6,54055.0,Kolkata,95,True
3564,Emp_3564,42.0,Female,Marketing,18.2,84237.0,Delhi,75,True
3565,Emp_3565,25.0,Female,Sales,0.6,43602.0,Mumbai,63,False
3566,Emp_3566,39.0,Female,HR,12.0,51863.0,Chennai,71,False
3567,Emp_3567,21.0,Female,IT,10.8,59780.0,Mumbai,61,False
3568,Emp_3568,57.0,Female,Sales,1.1,72689.0,Mumbai,81,True
3569,Emp_3569,20.0,Male,Sales,13.9,63657.0,Bangalore,45,True
3570,Emp_3570,46.0,Female,Sales,4.4,99503.0,Kolkata,90,True
3571,Emp_3571,58.0,Female,HR,14.0,77976.0,Mumbai,62,True
3572,Emp_3572,46.0,Male,Finance,7.3,44113.0,Chennai,85,False
3573,Emp_3573,51.0,Female,Sales,15.4,64777.0,Bangalore,53,False
3574,Emp_3574,51.0,Male,HR,18.8,49237.0,Mumbai,94,False
3575,Emp_3575,45.0,Male,IT,17.2,116043.0,Chennai,92,True
3576,Emp_3576,30.0,Male,Sales,9.7,106340.0,Delhi,54,True
3577,Emp_3577,32.0,Male,Finance,4.5,85758.0,Mumbai,99,False
3578,Emp_3578,,Female,HR,19.8,41267.0,Delhi,82,True
3579,Emp_3579,43.0,Female,IT,13.2,118342.0,Delhi,45,True
3580,Emp_3580,21.0,Male,Finance,7.9,79138.0,Chennai,61,False
3581,Emp_3581,43.0,Female,IT,9.6,53538.0,Bangalore,83,True
3582,Emp_3582,57.0,Male,Finance,2.6,,Kolkata,63,True
3583,Emp_3583,26.0,Female,Marketing,10.1,23334.0,Kolkata,53,True
3584,Emp_3584,22.0,Female,Marketing,3.5,58298.0,Mumbai,64,True
3585,Emp_3585,49.0,Male,Marketing,7.3,82449.0,Chennai,66,False
3586,Emp_3586,37.0,Female,IT,9.8,78048.0,Delhi,77,True
3587,Emp_3587,28.0,Male,Marketing,19.0,32869.0,Mumbai,90,True
3588,Emp_3588,,Female,HR,12.5,107507.0,Bangalore,53,True
3589,Emp_3589,49.0,Female,HR,7.4,73355.0,Kolkata,60,False
3590,Emp_3590,45.0,Female,Marketing,2.3,53978.0,Kolkata,56,True
3591,Emp_3591,39.0,Male,Finance,14.9,26401.0,Delhi,53,False
3592,Emp_3592,58.0,Male,Finance,9.3,53531.0,Mumbai,72,False
3593,Emp_3593,34.0,Male,IT,1.4,69070.0,Mumbai,81,False
3594,Emp_3594,43.0,Female,Finance,13.1,85887.0,Kolkata,97,False
3595,Emp_3595,24.0,Male,Sales,7.0,50202.0,Bangalore,88,False
3596,Emp_3596,59.0,Male,Finance,8.1,94003.0,Chennai,48,False
3597,Emp_3597,43.0,Male,HR,16.8,56323.0,Delhi,81,True
3598,Emp_3598,42.0,Female,Finance,2.7,940100.0,Kolkata,57,False
3599,Emp_3599,27.0,Female,IT,6.8,72819.0,Kolkata,97,True
3600,Emp_3600,36.0,Female,Finance,7.3,63794.0,Mumbai,50,True
3601,Emp_3601,28.0,Female,IT,0.1,29910.0,Delhi,88,False
3602,Emp_3602,30.0,Male,,16.9,53086.0,Kolkata,83,True
3603,Emp_3603,25.0,Female,Marketing,16.7,109642.0,Kolkata,68,False
3604,Emp_3604,,Male,Sales,13.2,,Kolkata,44,False
3605,Emp_3605,21.0,Female,HR,18.0,24470.0,Delhi,63,False
3606,Emp_3606,48.0,Male,Sales,5.5,64747.0,Kolkata,92,True
3607,Emp_3607,45.0,Male,Sales,4.4,83087.0,Kolkata,44,False
3608,Emp_3608,28.0,Female,HR,1.4,113373.0,Mumbai,49,False
3609,Emp_3609,18.0,Male,HR,11.8,115305.0,Bangalore,41,False
3610,Emp_3610,55.0,Male,Marketing,9.9,70676.0,Chennai,62,False
3611,Emp_3611,41.0,Male,Marketing,16.2,54494.0,Delhi,71,True
3612,Emp_3612,48.0,Male,Finance,9.6,92331.0,Chennai,40,True
3613,Emp_3613,58.0,Female,IT,4.1,26758.0,Kolkata,71,False
3614,Emp_3614,,Female,HR,16.2,24809.0,Bangalore,57,False
3615,Emp_3615,22.0,Male,Sales,9.1,53007.0,Mumbai,55,False
3616,Emp_3616,37.0,Female,Sales,19.1,36994.0,Mumbai,55,False
3617,Emp_3617,58.0,Male,Marketing,10.7,32523.0,Delhi,76,True
3618,Emp_3618,28.0,Male,IT,2.3,117511.0,Bangalore,94,True
3619,Emp_3619,50.0,Female,HR,17.0,102148.0,Delhi,98,False
3620,Emp_3620,55.0,Male,Marketing,17.6,,Mumbai,94,True
3621,Emp_3621,44.0,Female,IT,8.9,,Kolkata,63,False
3622,Emp_3622,51.0,Male,HR,0.5,113401.0,Delhi,93,True
3623,Emp_3623,32.0,Female,Sales,0.6,86888.0,Bangalore,58,True
3624,Emp_3624,49.0,Female,,7.0,105170.0,Delhi,99,False
3625,Emp_3625,38.0,Male,Marketing,14.3,83614.0,Mumbai,79,False
3626,Emp_3626,22.0,Female,IT,6.6,83435.0,Delhi,40,True
3627,Emp_3627,23.0,Male,Sales,0.2,80650.0,Kolkata,50,False
3628,Emp_3628,55.0,Female,IT,17.0,119225.0,Mumbai,90,False
3629,Emp_3629,39.0,Male,Marketing,19.4,49920.0,Delhi,79,True
3630,Emp_3630,35.0,Female,Finance,6.9,86271.0,Chennai,58,True
3631,Emp_3631,31.0,Female,IT,1.5,105322.0,Chennai,44,False
3632,Emp_3632,27.0,Female,IT,5.8,85532.0,Mumbai,60,True
3633,Emp_3633,30.0,Male,Marketing,16.0,81468.0,Kolkata,94,True
3634,Emp_3634,48.0,Female,Finance,10.8,67290.0,Bangalore,59,False
3635,Emp_3635,47.0,Male,Sales,7.7,42279.0,Kolkata,97,True
3636,Emp_3636,20.0,Female,HR,6.7,64824.0,Delhi,57,True
3637,Emp_3637,47.0,Female,Marketing,2.3,95924.0,Mumbai,73,True
3638,Emp_3638,23.0,Male,HR,6.8,23363.0,Chennai,62,True
3639,Emp_3639,46.0,Female,Finance,9.4,113916.0,Bangalore,58,True
3640,Emp_3640,25.0,Male,Finance,13.5,86713.0,Mumbai,49,False
3641,Emp_3641,,Male,IT,5.2,111939.0,Mumbai,89,False
3642,Emp_3642,34.0,Male,HR,17.9,88581.0,Mumbai,87,True
3643,Emp_3643,28.0,Male,HR,9.7,61435.0,Delhi,76,False
3644,Emp_3644,,Male,Finance,8.1,48328.0,Chennai,84,True
3645,Emp_3645,28.0,Female,HR,11.9,118634.0,Chennai,73,False
3646,Emp_3646,48.0,Male,Sales,3.4,,Chennai,82,False
3647,Emp_3647,45.0,Female,Finance,2.1,86003.0,Bangalore,83,False
3648,Emp_3648,23.0,Male,IT,6.9,38135.0,Delhi,60,False
3649,Emp_3649,58.0,Male,IT,0.8,102606.0,Kolkata,79,False
3650,Emp_3650,33.0,Female,IT,7.6,24264.0,Chennai,83,False
3651,Emp_3651,,Female,,13.4,76588.0,Kolkata,86,False
3652,Emp_3652,52.0,Male,,16.2,46297.0,Mumbai,54,False
3653,Emp_3653,43.0,Male,IT,11.6,93665.0,Mumbai,61,True
3654,Emp_3654,29.0,Female,Finance,13.8,,Mumbai,56,True
3655,Emp_3655,28.0,Female,HR,16.7,1118890.0,Chennai,81,True
3656,Emp_3656,54.0,Male,Sales,15.5,88793.0,Mumbai,46,False
3657,Emp_3657,42.0,Male,Sales,6.4,92410.0,Delhi,91,False
3658,Emp_3658,35.0,Male,Sales,11.5,78725.0,Mumbai,91,True
3659,Emp_3659,36.0,Female,,5.3,25441.0,Chennai,64,True
3660,Emp_3660,40.0,Male,IT,11.5,93981.0,Delhi,97,True
3661,Emp_3661,55.0,Female,HR,8.5,816000.0,Chennai,61,False
3662,Emp_3662,,Female,Finance,7.5,115053.0,Mumbai,49,True
3663,Emp_3663,43.0,Male,Sales,3.7,20026.0,Delhi,94,False
3664,Emp_3664,23.0,Male,Finance,11.2,51025.0,Mumbai,89,False
3665,Emp_3665,21.0,Female,HR,14.6,30595.0,Delhi,85,False
3666,Emp_3666,46.0,Male,Marketing,11.4,53754.0,Kolkata,55,True
3667,Emp_3667,51.0,Male,Marketing,1.4,37997.0,Delhi,52,True
3668,Emp_3668,34.0,Female,HR,18.5,80878.0,Kolkata,82,False
3669,Emp_3669,33.0,Male,IT,0.1,94906.0,Mumbai,74,True
3670,Emp_3670,19.0,Female,Finance,17.7,94423.0,Delhi,97,False
3671,Emp_3671,51.0,Female,HR,15.3,35353.0,Chennai,69,True
3672,Emp_3672,25.0,Male,HR,1.9,101786.0,Delhi,88,False
3673,Emp_3673,30.0,Female,Marketing,4.7,98151.0,Delhi,44,True
3674,Emp_3674,59.0,Female,Sales,7.0,26612.0,Delhi,78,False
3675,Emp_3675,25.0,Male,Sales,18.2,99521.0,Bangalore,45,False
3676,Emp_3676,47.0,Female,IT,19.6,72528.0,Chennai,77,False
3677,Emp_3677,49.0,Male,IT,1.7,38139.0,Delhi,77,False
3678,Emp_3678,53.0,Female,IT,7.9,,Delhi,59,False
3679,Emp_3679,47.0,Female,Marketing,3.0,61616.0,Mumbai,78,True
3680,Emp_3680,18.0,Female,HR,5.6,,Chennai,45,False
3681,Emp_3681,56.0,Female,IT,19.6,,Delhi,44,False
3682,Emp_3682,34.0,Female,Marketing,19.7,76063.0,Delhi,94,False
3683,Emp_3683,37.0,Female,,9.4,,Delhi,46,True
3684,Emp_3684,41.0,Female,HR,3.7,102944.0,Kolkata,54,True
3685,Emp_3685,39.0,Male,Finance,10.9,67781.0,Bangalore,57,False
3686,Emp_3686,46.0,Female,Sales,6.4,104505.0,Chennai,76,True
3687,Emp_3687,39.0,Male,,18.6,92900.0,Kolkata,82,True
3688,Emp_3688,26.0,Female,HR,16.4,62691.0,Delhi,66,True
3689,Emp_3689,54.0,Female,IT,6.2,42380.0,Chennai,62,True
3690,Emp_3690,27.0,Male,HR,0.4,110739.0,Kolkata,68,False
3691,Emp_3691,53.0,Male,IT,20.0,116313.0,Bangalore,63,False
3692,Emp_3692,54.0,Male,Sales,13.7,50741.0,Kolkata,64,True
3693,Emp_3693,45.0,Female,HR,8.5,50127.0,Mumbai,59,False
3694,Emp_3694,45.0,Male,HR,5.8,20268.0,Delhi,85,True
3695,Emp_3695,59.0,Female,IT,0.1,81398.0,Kolkata,60,False
3696,Emp_3696,38.0,Female,Sales,3.1,104576.0,Bangalore,79,False
3697,Emp_3697,41.0,Male,Sales,0.1,85033.0,Delhi,79,False
3698,Emp_3698,59.0,Female,IT,12.0,43825.0,Mumbai,41,True
3699,Emp_3699,57.0,Male,IT,13.3,77398.0,Mumbai,87,False
3700,Emp_3700,19.0,Male,IT,15.3,107962.0,Kolkata,88,False
3701,Emp_3701,25.0,Male,Sales,3.7,114007.0,Delhi,97,False
3702,Emp_3702,44.0,Male,Sales,1.9,92247.0,Kolkata,81,True
3703,Emp_3703,,Female,HR,13.0,48208.0,Mumbai,85,True
3704,Emp_3704,54.0,Female,Sales,10.0,81929.0,Chennai,83,False
3705,Emp_3705,44.0,Male,Finance,17.5,62753.0,Kolkata,59,False
3706,Emp_3706,46.0,Male,Finance,10.7,44507.0,Chennai,50,True
3707,Emp_3707,20.0,Female,IT,8.9,42611.0,Delhi,41,False
3708,Emp_3708,30.0,Female,IT,9.8,104261.0,Mumbai,86,True
3709,Emp_3709,27.0,Male,,15.6,101026.0,Kolkata,54,False
3710,Emp_3710,53.0,Female,HR,0.4,60923.0,Kolkata,65,True
3711,Emp_3711,26.0,Female,Finance,18.4,77810.0,Kolkata,42,True
3712,Emp_3712,44.0,Female,,14.3,83354.0,Delhi,57,True
3713,Emp_3713,51.0,Female,Sales,17.7,80843.0,Delhi,59,True
3714,Emp_3714,18.0,Male,Finance,19.2,87966.0,Bangalore,63,False
3715,Emp_3715,49.0,Female,Sales,4.5,80182.0,Kolkata,98,False
3716,Emp_3716,42.0,Male,HR,11.6,50235.0,Delhi,55,True
3717,Emp_3717,46.0,Male,IT,9.7,115578.0,Mumbai,80,True
3718,Emp_3718,,Male,IT,10.8,40639.0,Delhi,62,True
3719,Emp_3719,20.0,Female,Sales,0.9,59141.0,Delhi,89,False
3720,Emp_3720,37.0,Female,Marketing,18.3,27371.0,Kolkata,78,True
3721,Emp_3721,37.0,Male,Sales,19.1,116787.0,Chennai,49,False
3722,Emp_3722,47.0,Female,HR,13.7,112549.0,Mumbai,61,False
3723,Emp_3723,52.0,Male,Finance,5.2,38178.0,Chennai,59,False
3724,Emp_3724,52.0,Male,Sales,15.7,64034.0,Bangalore,88,True
3725,Emp_3725,56.0,Female,HR,14.6,83816.0,Kolkata,87,True
3726,Emp_3726,,Female,IT,11.5,80323.0,Chennai,49,False
3727,Emp_3727,43.0,Female,Marketing,3.4,86367.0,Delhi,65,False
